Image,Order No.,Order Date (dd-mm-yyyy),Client Name,University/ College Name,Client District,Client State,Client Pin Code,Book No.,Book Sr. No.,Book Date (dd-mm-yyyy),Product Name,Product Quantity,Product Unit,Unit Price (INR/Unit),Total amount (INR),Tax amount (INR),Delivery/Forwarding charges,Grand Total amount including Tax (INR),Dispatched through (Agency Name),Dispatch RR/ GR No.,Dispatch Date (dd-mm-yyyy),Date  of material receipt (dd-mm-yyyy),Autorised signatory from Standard Library Service
607,-,-,The Head of the Department,Deptt. Of Music & Fine Arts,-,Delhi,110007,1,B/34,12/6/2007,Self Inking Metal Dater. Complete with accessories.,One,Each,275,275,34.4,,309.4,-,-,-,-,-
608,DLIS/18/Lib/2007/603,17-10-2007,The Head of the Department,Department of Library and Information Science,-,Delhi,7,2,B/111,19-10-2007,Accession Register- 5000 lines leather Bound,One,Ea.,450,450,18,,468,-,-,-,-,-
609,Z/2979,20-02-2008,The Head Department of Zoology,University of Delhi,-,Delhi,110007,2,B/177,23-02-2008,Revolving General Book Stands Having 20 Pockets. Suitable for display of App. 50 books.,Two,Ea.,6400,12800,1600,,14400,-,-,-,-,-
610,LIB/F.1/2008/86,25-04-2008,The Head of the Department,Delhi School of Social work,-,Delhi,110007,1,B/16,30-04-2008,Book Tags-Self Adhesive sticker type. Oval Shape,5000,Th.,110,550,,,,,,,,
611,LIB/F.1/2008/86,25-04-2008,The Head of the Department,Delhi School of Social work,-,Delhi,110007,1,B/16,30-04-2008,Blank Catalogue Guide Cards- Halves cut. Yellow Colour.,1000,Hd.,120,1200,70,,1820,-,-,-,-,-
612,EAS/LIB/2008-09/702,8/5/2008,The Head of the Department,University of Delhi,-,Delhi,110007,1,B/24,20-05-2008,"Book Cards- Size 2""*3"". (Plain) White.",2000,Th.,180,360,,,,,,,,
613,EAS/LIB/2008-09/702,8/5/2008,The Head of the Department,University of Delhi,-,Delhi,110007,1,B/24,20-05-2008,Book Pockets- Small. (Plain),2000,Th.,300,600,38.4,,998.4,-,-,-,-,-
614,CAS/HRDW/08/05/11/154,5/8/2008,The Head Department of Computer Science,University of Delhi,-,Delhi,110007,1,B/25,20-05-2008,"Computer Catalogue Cards- Size 5""*3"". Punched (Continuous)",3000,Th.,400,1200,,,,,,,,
615,CAS/HRDW/08/05/11/154,5/8/2008,The Head Department of Computer Science,University of Delhi,-,Delhi,110007,1,B/25,20-05-2008,Book Tags- Self Adhesive Sticker type. Oval Shape,5000,Th.,110,550,,,,,,,,
616,CAS/HRDW/08/05/11/154,5/8/2008,The Head Department of Computer Science,University of Delhi,-,Delhi,110007,1,B/25,20-05-2008,Book Pockets- Bag shaped.(Plain),2500,Th.,480,1200,,,,,,,,
617,CAS/HRDW/08/05/11/154,5/8/2008,The Head Department of Computer Science,University of Delhi,-,Delhi,110007,1,B/25,20-05-2008,"Book Cards- Size 3""*5"". Printed both sides on heavy Wt. Green Card Stock.",2500,Th.,520,1300,170,,4420,-,-,-,-,-
618,-,-,"The Project Incharge,",University of Delhi,-,DELHI,110 007,1,B/64,29-08-2008,"Card Catalogue Cabinet- Made of best quality seasoned teak wood and wel polished. Complete with standard fittings and leg base. Suitable for 5""*3"" Size cards. 12-drawers Unit.",One,ea.,4500,4500,562.5,,5062.5,-,-,-,-,-
619,-,-,"The Project Incharge,",University of Delhi,-,Delhi,110 007,1,B/65,30-08-2008,PERIODICAL DISPLAY-Cum-STORAGE RACK 20 Compartments. Made of best quality material and well polished.,ONE,ea.,12000,12000,1500,500,14000,-,-,-,-,-
620,CS/HRDW/09/03/932,7/1/2009,The Head Department of Computer Science,University of Delhi,-,Delhi,110007,2,B/141,11/2/2009,"Plastic Reader's Tickets- Size 2""*3"". Printed as per your sample. Royal blue colour.",500,Each,3,1500,60,,1560,-,-,-,-,-
621,-,-,The University Librarian,Delhi University Library System,-,Delhi,110007,2,B/132,4/2/2009,"Accession Registers- Size- 9""*11"". 5000 entries each. Printed with coloumns as per your proforma on superior quality azure ledger paper. Strong Half Leather Bound. Gold tooling on spine and Title Cover.",10 Nos.,Each,650,6500,260,,6760,-,-,-,-,-
622,-,-,The University Librarian,Delhi University Library System,-,Delhi,110007,2,B/163,28-03-2009,"Accession Registers- Size- 9""*11"". 5000 entries each. Printed with coloumns as per your proforma on superior quality azure ledger paper. Strong Half Leather Bound. Gold tooling on spine and Title Cover.",8 Nos.,Ea.,650,5200,208,,5408,-,-,-,-,-
623,-,-,The University Librarian,Delhi University Library System,-,Delhi,110007,2,B/164,28-03-2009,"Accession Registers- Size- 9""*11"". 5000 entries each. Printed with coloumns as per your proforma on superior quality azure ledger paper. Strong Half Leather Bound. Gold tooling on spine and Title Cover.",2 Nos.,Each,650,1300,52,,1352,-,-,-,-,-
624,-,17-06-2009,Head of the Department,University of Delhi,-,Delhi,110007,1,B/33,20-06-2009,Spine Labels- Self Adhesive. Oval Shape.,5000,Th.,110,550,,,,,,,,
625,-,17-06-2009,Head of the Department,University of Delhi,-,Delhi,110007,1,B/33,20-06-2009,"Book Cards- Size 2""*3"". Printed one side on heavy weight yellow card stock.",3000,Th.,225,675,,,,,,,,
626,-,17-06-2009,Head of the Department,University of Delhi,-,Delhi,110007,1,B/33,20-06-2009,Book Pockets- Bag shaped. (Plain) Blue Colour.,3000,Th.,300,900,85,,2210,-,-,-,-,-
627,MD/SAP/2927,8/2/2010,The Head of the Department,University of Delhi,-,Delhi,110007,2,B/156,26-02-2010,Book Tags- Self Adhesive Sticker type. Oval Shape.,5000,Th.,110,550,,,,,,,,
628,MD/SAP/2927,8/2/2010,The Head of the Department,University of Delhi,-,Delhi,110007,2,B/156,26-02-2010,"Book Cards- Size 2""*3"". White.(Plain)",5000,Th.,200,1000,77.5,,1627.5,-,-,-,-,-
629,MD/SAP/2427,8/2/2010,The Head of the Department,Faculty of Music & Fine Arts,-,Delhi,110007,2,B/157,27-02-2010,"Catalogue Cards- Size 5""*3"". White. Ruled and Punched Imported Card Stock : Heavy wt.",5000,Th.,600,3000,150,,3150,-,-,-,-,-
630,-,-,The Librarian,Law Faculty Library,-,Delhi,110007,2,B/167,18-03-2010,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size- 71/4""*5"".",150 Nos.,Each,50,7500,937.5,,8437.5,-,-,-,-,-
631,-,-,The Librarian,Law Faculty Library,-,Delhi,110007,2,B/168,18-03-2010,Revolving Display Stands- Having 16 (Write) Pockets. Suitable for display for periodicals / Magazines.,TWO,Ea.,4000,8000,1000,,9000,-,-,-,-,-
632,-,-,The Librarian,University of Delhi,-,Delhi,110007,2,B/170,18-03-2010,"STEEL BOOK SUPPORTS- Made of heavy gauge steel sheets and powder coated in grey finish. Size- 71/4""*5"".",50 Nos.,Each,50,2500,,,,,,,,
633,-,-,The Librarian,University of Delhi,-,Delhi,110007,2,B/170,18-03-2010," -do-  -do-  -do- Size - 9 1/2""*6"".",25 Nos.,Each,65,1625,515.62,,4640.62,-,-,-,-,-
634,-,-,The Librarian,Law Faculty Library,-,Delhi,110007,2,B/171,19-03-2010,Revolving General Book Stands- Having 20 Pockets. Display of App. 50 books.,TWO,Ea.,6500,13000,1625,,14625,-,-,-,-,-
635,-,-,The Librarian,Law Faculty Library,-,Delhi,110007,2,B/172,19-03-2010,"STEP STOOL (WOODEN) - Made of best quality material and well polished Having one lower and one Upper step. Dim 17""high; 18""wide and 17"" deep.",FIVE,Ea.,1600,8000,1000,,9000,-,-,-,-,-
636,LFL/271,3/3/2011,The Librarian,Law Faculty Library,-,Delhi,110007,2,B/130,3/3/2011,"Steel Book Supports- Made of heavy gauge steel sheets and powder coated in grey finish. Size- 71/4""*5"".",100 Nos.,Each,55,5500,687.5,,6187.5,-,-,-,-,-
637,-,-,The University Librarian,Delhi University Library System,-,Delhi,110007,2,B/175,23-03-2010,"Accession Registers- Size- 9""*11"". 5000 entries each. Printed with coloumns as per your proforma on superior quality azure ledger paper. Strong Half Leather Bound. Gold tooling on spine and title Cover.",15 Nos.,Each,700,10500,525,,11025,-,-,-,-,-
638,-,-,The University Librarian,Delhi University Library System,-,Delhi,110007,2,B/178,25-03-2010,"Accession Registers- Size- 9""*11"". 5000 entries each. Printed with coloumns as per your proforma on superior quality azure ledger paper. Strong Half Leather Bound. Gold tooling on spine and title Cover.",4 Nos.,Ea.,700,2800,140,,2940,-,-,-,-,-
639,-,-,The University Librarian,Delhi University Library System,-,Delhi,110007,2,B/180,26-03-2010,"Accession Registers- Size- 9""*11"". 5000 entries each. Printed with coloumns as per your proforma on superior quality azure ledger paper. Strong Half Leather Bound. Gold tooling on spine and title Cover.",3 Nos.,Each,700,2100,105,,2205,-,-,-,-,-
640,-,-,"The Director & Principal,","Motilal Nehru School of Sports,",Sonepat,(Hr),131209,-,-,-,Loan Register- 200 leaves. Leather Bound. ..,One,ea.,160,160,,,,,,,,
641,-,-,"The Director & Principal,","Motilal Nehru School of Sports,",Sonepat,(Hr),131209,-,-,-,Periodical Record Register. 200 leaves. Leather Bound.,One,ea.,160,160,12.8,,332.8,-,-,-,-,-
642,12(7)/93-STQC.Genl.,10/9/1993,The Director General,"STQC Directorate,",-,New Delhi,110003,-,-,-,"Pamphlet Boxes- Cut Corner Style. Made of extra thick straw board fully covered with rexine cloth of superior quality. Metal label holder fitted to the spine of each box. Size-4""x91/2""x121/2"". Black colour. ..",20 Nos.(Twenty NineNos),ea.,32,928,64.96,,992.96,,,,,
643,12(1)/92-STQC-Genl.,29-07-1992,"The Section Officer,","STQC Directorates,",-,New Delhi,110003,-,-,-,"Pamplet Boxes- Cut Corner Style. Made of extra thick straw board fully covered with rexine cloth of superior quality. Metal label holder fited to the spine of each box. Size-4""x91/2""x121/2"". Black colour. ..",100 Nos.,ea.,32,3200,224,,3424,,,,,
644,3(2)/87 Genl-II,29-07-1987,"The Section Officer,",Department of Electronics,-,New Delhi,-,-,-,-,"Accession Register- Size 9"" x 11"". Printed with standard column on superior quality azure ledger paper. Strong. Half leather bound. 200 leaves. ..",TWO,ea.,80,160,11.2,,171.2,,,,,
645,84/89-90,20-09-1989,"The Principal,","Vidyavati Mukandlal Girls College,",Ghazibad,(U.P),-,-,-,-,"Catalogue Cards- Size 5""x3"". White. Ruled and punched with a round hole. Imported Card Stock : Heavy Weight. ..","10,000",th.,250,2500,,,,passenger train to Ghaziabad railway station.,PD 008225,3/11/1989,,
646,84/89-90,20-09-1989,"The Principal,","Vidyavati Mukandlal Girls College,",Ghazibad,(U.P),-,-,-,-,"Book Cards- Size 3""x5"". Printed both sides with matter as per your sample on heavy weight pink card stock. ..","5,000",th.,125,625,,,,,,,,
647,84/89-90,20-09-1989,"The Principal,","Vidyavati Mukandlal Girls College,",Ghazibad,(U.P),-,-,-,-,Book Pockets. Bag Shaped. Printed with name and rules of the library ..,"5,000",th.,125,625,,,,,,,,
648,84/89-90,20-09-1989,"The Principal,","Vidyavati Mukandlal Girls College,",Ghazibad,(U.P),-,-,-,-,"Binding Register - Size 9""x11"". Printed with standard column on superior quality azure ledger paper. Stron half leather bound. ..",One,ea.,100,100,385,94,4329,,,,,
649,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,"Catalogue Cards - Size 5"" x 3"". White. Ruled and punched with a round hole. Imported Card Stock : Heavy Weight. ..","2,000",th.,225,450,,,,,,,,
650,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,Book Labels - Oval Shape. Made of cloth ungummed.  ..,"10,000",th.,40,400,,,,,,,,
651,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,Blank Catalogue Guide Cards - Extra thick quality. Tab cut and punched with a round hole. Thirds. Yellow colour. ..,200,hd.,25,50,,,,,,,,
652,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,Black Catalogue Guide Cards - Extra thick quality. Tab cut and punched with a round hole. Thirds. Yellow colour. ..,"5,000",th.,120,600,,,,,,,,
653,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,"Magazine Display Rack (5-tiered). - Having five graduated compartments for display of magazines and shelf for storage at the raer. Made of best quality material and well polished. 48"" high; 36"" wide; 15""deep.",One,ea.,1650,"1,650",,,,,,,,
654,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,"Charging Tray - Made of best quality material and well polished. Fitted with detachable cover and latch. Suitable for housing book cards size 3"" x 5"". Having four sections. ..",One,ea.,275,275,,,,,,,,
655,181/88-89,7/10/1988,"The Principal,","Vidyavati Mukundlal Girls College,",Ghaziabad,(U.P),-,-,-,-,"Sets Printed Charging Tray Guides - Dates (1-31). Made of thick card. Suitable for use with card size 3"" x 5"". ..",Two,set,25,50,347.5,225,4047.5,,,,,
656,3918,31-10-2002,"The Administrator,","Voluntary Health Association of India,",-,New Delhi,-,-,-,-,"Periodical Display-Cum-Storage Racks-Having 25 compartments each of size 34.5cms x 26.5cms. Suitable for display and storage of periodicals. Made of best quality material and well polished. Dim: 78""high; 57""wide and 16""deep. ..",4 Nos.,Ea.,10500,"42,000","3,360",,"45,360",,,,,
657,3340,6/1/1999,"The Administrator,","Voluntary Health Association of India,",-,New Delhi,110016,-,-,-,"Periodical Display-Cum-Storage Rack- Having 25 compartments each of size 26.5cms x 34.5cms. Suitable for display and storage of periodi-cals. Made of Best quality material and well polished. Dim: 75""high; 57""wide and 16""deep. ..",One,ea.,10500,10500,300,1260,12060,,,,,
658,1307,22-01-1997,"The Executive Directory,","Voluntary Health Association of India,",-,New Delhi,110016,-,-,-,"Periodical Display Cum-Storage Racks- Having 25 compartments each of size 26.5cms x 34.5cms. Suitable for display and storage of periodicals. Made of best quality material and well polished. Size 75""x57""x16"" deep. ..",2 Nos.,ea.,9500,"19,000","2,280",250,"21,530",,,,,
659,2111,26-08-1998,"The Administrator,","Voluntary Health Association of India,",-,New Delhi,110016,-,-,-,"Periodical Display-Cum-Storage Racks-Having 25 compartments. Each of size 26.5cms x 34.5cms. Suitable for display and storage of periodicals. Made of best quality material and well polished. Dim: 75""High; 57""wide and 16""deep. ..",2 Nos.,ea.,10500,"21,000","2,520",300,"23,820",,,,,
660,-,28--11-2007,The Chairman,"Dev Bhoomi Institue of Applied Sciences,",Dehra Dun,(U.K),-,2,C/142,15-02-2008,Book Pockets- Bag shaped. Printed as per your specifications. Yellow,3000,Th.,480,1440,,,,passenger train to Dehradun railway station,G 378683,14-02-2008,,
661,-,28--11-2007,The Chairman,"Dev Bhoomi Institue of Applied Sciences,",Dehra Dun,(U.K),-,2,C/142,15-02-2008,"Book Cards-Size 3""x5"". Printed on heavy weight yellow card stock.",3000,Th.,480,1440,,,,,,,,
662,-,28--11-2007,The Chairman,"Dev Bhoomi Institue of Applied Sciences,",Dehra Dun,(U.K),-,2,C/142,15-02-2008,Due Date Slips-Printed one side on white paper.,4000,Th.,225,900,378,212,4370,,,,,
663,-,28--11-2007,The Chairman,Dev Bhoomi Institue of Applied Sciences,Dehradun,(U.K),-,2,C/143,15-02-2008,"Plastic Reader's Tickets- Size 2""X3"".Printed as per your sample. With printed insertion slips. Yellow colour.",1500,Each,2.5,3750,468.75,,4218.75,passenger train to D.Dun Railway station,G 378683,14-02-2008,,
664,-,28-11-2008,The Chairman,Dev Bhoomi Institute of Pharmacy & Research,Dehradun,(U.K),-,2,C/144,15-02-2008,Book Pockets- Bag shaped. Printed as per your specifications.Blue,2500,Th.,480,1200,,,,passenger train to D.Dun railway station,G 378683,14-02-2008,,
665,-,28-11-2008,The Chairman,Dev Bhoomi Institute of Pharmacy & Research,Dehradun,(U.K),-,2,C/144,15-02-2008,"Book Cards-Size 3""x5"".Printed both sides on H.W.Blue card stock.",3000,Th.,480,1440,,,,,,,,
666,-,28-11-2008,The Chairman,Dev Bhoomi Institute of Pharmacy & Research,Dehradun,(U.K),-,2,C/144,15-02-2008,Due Date Slips- Printed one side on white paper.,4000,Th.,225,900,354,212,4106,,,,,
667,-,28-11-2007,The Chairman,Dev Bhoomi Institute of Pharmacy & Research,Dehradun,(U.K),-,2,C/145,15-02-2008,"Plastic Reader's Tickets- Size 2""x3"".Printed as per your speci-fications. Royal Blue colour. With printed slips.",1000,Each,2.5,2500,312.5,,2812.5,passenger train to D.Dun railway station,G 378683,14-02-2008,,
668,-,-,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,2,C/123,18-01-2008,Book Pockets- Bag shaped. Printed as per your specifications.,5000,Th.,480,2400,,,,passenger train to D.DUN railway station, G 347720,18-01-2008,,
669,-,-,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,2,C/123,18-01-2008,"Book Cards.- Size 3""x5"". Printed on heavy weight yellow card stock.",5000,Th.,480,2400,,,,,,,,
670,-,-,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,2,C/123,18-01-2008,Due Date slips- Printed as per your samples.,5000,Th.,225,1125,592.5,200.5,6718,,,,,
671,-,-,The Chairman,Dev Bhoomi Institute of Technology,DEHDRADUN,(U.K),-,2,C/124,18-01-2008,"Plastic Reader's Tickets- Size 2""x3"". Printed as per your speci-fication. Dark Green colour. with printed slips.",3000,Each,2.5,7500,215.5,937.5,8653,passener train to D.DUN railway station,G 347720,18-01-2008,,
672,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Applied Sciences,Dehradun,(U.K),-,2,PROFORMA BILL,29-10-2007,Book Pockets- Bag shaped.Printed as per your sample. ..,7000,Th.,480,3360,,,,,,,,
673,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Applied Sciences,Dehradun,(U.K),-,2,PROFORMA BILL,29-10-2007,"Book Cards-Size 3""x5"". Printed both sides on heavy Wt.card. ..",10000,Th.,480,4800,,,,,,,,
674,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Applied Sciences,Dehradun,(U.K),-,2,PROFORMA BILL,29-10-2007,Due Date Slips-Printed one side on white paper. ..,10000,Th.,225,2250,,2603.5,25513.5,,,,,
675,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Applied Sciences,Dehradun,(U.K),-,2,PROFORMA BILL,29-10-2007,"Plastic Reader's Tickets-Size 2""x3"".Printed as per your specifications.",5000,Each,2.5,12500,,,,,,,,
676,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,PROFORMA BILL,-,29-10-2007,Book Pockets- Bag shaped. Printed as per your sample. Yellow,"15,000",Th.,480,7200,,,,,,,,
677,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,PROFORMA BILL,-,29-10-2007,"Book Cards-Size 3""X5"". Printed both sides on heavy wt.card. Yellow","20,000",Th.,480,9600,,,,,,,,
678,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,PROFORMA BILL,-,29-10-2007,Due Date Slips-Printed on side on white paper.,"20,000",Th.,225,4500,,5255,51555,,,,,
679,-,22-10-2007,The Chairman,Dev Bhoomi Institute of Technology,Dehradun,(U.K),-,PROFORMA BILL,-,29-10-2007,"Plastic Reader's Tickets-Size 2""x3"". Printed.Green Color","10,000",Each,2.5,25000,,,,,,,,
680,-,22-10-2007,The Chairman,Bhoomi Institute of Pharmacy & Research,Dehradun,(U.K),-,2,PROFORMA BILL,29-10-2007,Book Pockets- Bag shaped. Printed as per your sample,5000,Th,480,2400,,,,,,,,
681,-,22-10-2007,The Chairman,Bhoomi Institute of Pharmacy & Research,Dehradun,(U.K),-,2,PROFORMA BILL,29-10-2007,"Book Cards- Size 3""x5"". Printed both sides on heavy weight card stock",10000,Th.,480,4800,,,,,,,,
